pair_id,num_layers,Cosine_Similarity,Layerwise_Distance,Attention_Entropy_Delta,CKA_Similarity,Subspace_Similarity,Cosine_Mean,Distance_Mean,Entropy_Mean,CKA_Mean,Subspace_Mean
CC-025,25,"[0.3918912410736084, 0.2516047954559326, 0.2265426516532898, 0.11016476154327393, 0.12394428253173828, 0.14823448657989502, 0.16565030813217163, 0.19962167739868164, 0.22730594873428345, 0.24882221221923828, 0.27133530378341675, 0.2840769290924072, 0.3075234293937683, 0.3197351098060608, 0.3365463614463806, 0.3623974919319153, 0.39634811878204346, 0.43045270442962646, 0.4666145443916321, 0.4981553554534912, 0.5151110291481018, 0.5385499596595764, 0.5701052844524384, 0.5596798062324524, 0.7732425928115845]","[0.6806704998016357, 7.1016998291015625, 9.332012176513672, 11.776115417480469, 14.156639099121094, 16.798730850219727, 19.104381561279297, 22.018375396728516, 24.237319946289062, 26.206012725830078, 28.41167449951172, 30.159717559814453, 32.619407653808594, 34.92457962036133, 37.01924133300781, 40.76508331298828, 45.534671783447266, 51.367149353027344, 58.962562561035156, 66.29031372070312, 73.73077392578125, 83.39476776123047, 97.12857055664062, 113.78536224365234, 330.3001403808594]","[0.0007085800170898438, 0.008151054382324219, 0.007897377014160156, 0.00884246826171875, 0.0022602081298828125, 0.003916740417480469, 0.006411552429199219, 0.012375831604003906, 0.01154327392578125, 0.008675575256347656, 0.009158134460449219, 0.009301185607910156, 0.007312774658203125, 0.005969047546386719, 0.0055103302001953125, 0.0054035186767578125, 0.004306793212890625, 0.004780769348144531, 0.0029535293579101562, 0.0019044876098632812, 0.000797271728515625, 0.00170135498046875, 0.00391387939453125, 0.0062503814697265625, 0.0032281875610351562]","[0.20538426866899417, 0.024338803466619208, 0.007993382449512199, 0.0009568218267065332, 0.001133408132261149, 0.0020948885837516196, 0.0020411016160448714, 0.005602769266247809, 0.008549796492748007, 0.0078021100456698855, 0.010025473531033335, 0.01044169383801441, 0.010963081925098206, 0.013626589537565459, 0.015074723346022556, 0.02157523586739285, 0.031175532093825065, 0.05089591522699155, 0.09509261449306872, 0.1560939786010802, 0.22257580482833694, 0.3459006872822029, 0.6468175345428382, 0.8921236760117468, 0.9736539704128665]","[0.7921964079141617, 0.8941166400909424, 0.846261665225029, 0.8165552914142609, 0.8356314152479172, 0.8451315015554428, 0.9240076094865799, 0.9103440269827843, 0.9268241673707962, 0.9474384784698486, 0.9631018899381161, 0.9564021341502666, 0.9660378769040108, 0.9668224416673183, 0.9624093733727932, 0.9671495482325554, 0.9697660729289055, 0.9658636599779129, 0.9617231525480747, 0.9562064856290817, 0.9566784873604774, 0.9638187736272812, 0.9520602039992809, 0.9654741957783699, 0.9813188500702381]",0.34894625544548036,51.03223895072937,0.005730972290039062,0.15047735448346558,0.9277336139976978
CC-026,25,"[0.4122505187988281, 0.30003899335861206, 0.26773154735565186, 0.1313917636871338, 0.1440238356590271, 0.16681069135665894, 0.17959177494049072, 0.20588648319244385, 0.23575884103775024, 0.25891542434692383, 0.28012287616729736, 0.30355626344680786, 0.32592952251434326, 0.3424977660179138, 0.36291277408599854, 0.3853261470794678, 0.4148033857345581, 0.4542722702026367, 0.481176495552063, 0.5043896436691284, 0.5203450918197632, 0.5511875450611115, 0.5958657264709473, 0.6007366478443146, 0.7732145190238953]","[0.7047596573829651, 8.192108154296875, 10.586877822875977, 13.130521774291992, 15.548493385314941, 18.093429565429688, 20.166236877441406, 22.670257568359375, 25.125289916992188, 27.14501190185547, 29.340402603149414, 31.705524444580078, 34.09927749633789, 36.61952209472656, 39.11095428466797, 42.60988235473633, 47.207054138183594, 53.4234619140625, 60.469390869140625, 67.6657943725586, 74.92129516601562, 85.55929565429688, 100.65547180175781, 121.73686218261719, 340.9996032714844]","[0.00030231475830078125, 0.013899803161621094, 0.01480865478515625, 0.012789726257324219, 0.012175559997558594, 0.010878562927246094, 0.007260322570800781, 0.0020875930786132812, 0.002300262451171875, 0.0029811859130859375, 0.0026149749755859375, 0.0025873184204101562, 0.000431060791015625, 0.001190185546875, 0.00045680999755859375, 0.002777099609375, 0.0056324005126953125, 0.007476806640625, 0.0072784423828125, 0.006121635437011719, 0.0050449371337890625, 0.0035467147827148438, 0.004241943359375, 0.0030460357666015625, 0.022014617919921875]","[0.2289995099179507, 0.023217946602718698, 0.009736086438602132, 0.001249700720513225, 0.0014121674816437446, 0.0019176927422280832, 0.0019907698386574246, 0.002767701652115817, 0.003850142935074463, 0.004655790179264541, 0.00605619909218813, 0.00809317448933533, 0.010395211099768709, 0.013016810035912152, 0.015990228863677514, 0.022358471859531215, 0.030453643800997243, 0.05289160112316105, 0.08982654114515598, 0.14174712077068297, 0.20028132591514158, 0.3438180222460566, 0.6509932681142023, 0.8827899715101787, 0.9607193093723001]","[0.79780513048172, 0.9915486294776201, 0.9613074436783791, 0.9137353897094727, 0.9321737363934517, 0.943016767501831, 0.9227164834737778, 0.9074502140283585, 0.9320360273122787, 0.9309633076190948, 0.9236654043197632, 0.935056209564209, 0.9131960570812225, 0.9121650159358978, 0.9053349941968918, 0.8935635834932327, 0.8924316093325615, 0.877332404255867, 0.8742073029279709, 0.865421399474144, 0.8581794500350952, 0.8543116748332977, 0.8511109799146652, 0.8420586436986923, 0.8662709593772888]",0.36794946193695066,53.099471170902255,0.006157798767089844,0.14836913631788234,0.8998823527246713
CC-027,25,"[0.4005061388015747, 0.23320960998535156, 0.2107798457145691, 0.10483413934707642, 0.11753666400909424, 0.13727182149887085, 0.15230798721313477, 0.17735803127288818, 0.19987261295318604, 0.223192036151886, 0.24447894096374512, 0.2578248381614685, 0.28251558542251587, 0.2944263219833374, 0.31533747911453247, 0.33533692359924316, 0.36713147163391113, 0.3984066843986511, 0.4285731315612793, 0.45875000953674316, 0.47646331787109375, 0.5048620700836182, 0.5420902967453003, 0.5398010313510895, 0.7490877509117126]","[0.6850007772445679, 7.143576622009277, 9.352165222167969, 11.80111312866211, 14.153055191040039, 16.55434799194336, 18.764331817626953, 21.232112884521484, 23.302200317382812, 25.390201568603516, 27.629961013793945, 29.31765365600586, 31.830760955810547, 34.0433349609375, 36.38715362548828, 39.99763107299805, 44.54696273803711, 50.01510238647461, 57.106231689453125, 64.21864318847656, 71.16624450683594, 81.07384490966797, 94.80970764160156, 111.38124084472656, 340.1933898925781]","[0.0023632049560546875, 0.00316619873046875, 0.0043964385986328125, 0.0006084442138671875, 0.0015106201171875, 0.0024461746215820312, 0.00403594970703125, 0.0043487548828125, 0.0036830902099609375, 0.0017080307006835938, 0.0008344650268554688, 0.001651763916015625, 0.001010894775390625, 0.0009527206420898438, 0.00102996826171875, 0.00394439697265625, 0.00341796875, 0.0027647018432617188, 0.0021238327026367188, 0.001239776611328125, 0.0011701583862304688, 0.0014362335205078125, 0.0020933151245117188, 0.0012464523315429688, 0.009351730346679688]","[0.23094664406737753, 0.01950683324262814, 0.00764258179506927, 0.0009044044859760625, 0.0010488110440592946, 0.0015354823161295439, 0.001432912881519588, 0.002183999170038753, 0.0026965289748310806, 0.0036126520346633217, 0.005017563252369572, 0.00581389861184467, 0.0073358735199478, 0.009233737433785971, 0.01120676601421422, 0.015483027300219776, 0.02352302546044427, 0.03607500629546201, 0.06174372025225516, 0.10065665028536386, 0.15177345888505278, 0.29993580451055113, 0.6396385368607302, 0.905566799350895, 0.9776530360590598]","[0.8717669546604156, 0.9537418186664581, 0.9193868413567543, 0.9103596732020378, 0.8773593306541443, 0.8595894873142242, 0.9016269519925117, 0.8730041831731796, 0.8586696535348892, 0.8556018322706223, 0.8803572654724121, 0.877830296754837, 0.8758744075894356, 0.8435229361057281, 0.8436740338802338, 0.8262355774641037, 0.8258190006017685, 0.8377707302570343, 0.8449268043041229, 0.8606875538825989, 0.8573586195707321, 0.8640517294406891, 0.8603637516498566, 0.8662817478179932, 0.8403553068637848]",0.3260781896114349,50.48383874416351,0.0025014114379882813,0.14088671016417956,0.8674486595392227
CC-028,25,"[0.38204753398895264, 0.2651268243789673, 0.2331557273864746, 0.11144953966140747, 0.1226661205291748, 0.14501678943634033, 0.158735454082489, 0.18580865859985352, 0.21114224195480347, 0.2305348515510559, 0.2512589693069458, 0.26612305641174316, 0.2855287790298462, 0.3011409640312195, 0.31849944591522217, 0.3418378233909607, 0.3705369234085083, 0.4077126383781433, 0.44147688150405884, 0.4721232056617737, 0.4940311312675476, 0.5247569382190704, 0.5738164782524109, 0.5793809294700623, 0.786392405629158]","[0.6502225995063782, 7.314497947692871, 9.45402717590332, 11.826093673706055, 14.17440128326416, 16.794200897216797, 18.9659423828125, 21.476699829101562, 23.58272933959961, 25.471885681152344, 27.559123992919922, 29.476444244384766, 31.728633880615234, 34.2506103515625, 36.22673416137695, 39.62284469604492, 43.838409423828125, 49.590843200683594, 57.049957275390625, 64.51363372802734, 71.81997680664062, 82.1192626953125, 96.68416595458984, 114.92020416259766, 329.2059326171875]","[0.00019073486328125, 0.0013628005981445312, 0.0025806427001953125, 0.0017824172973632812, 0.00307464599609375, 0.0009899139404296875, 0.0013370513916015625, 0.0028171539306640625, 0.0012845993041992188, 0.0018215179443359375, 0.0034532546997070312, 0.0028181076049804688, 0.0024194717407226562, 0.0014009475708007812, 0.001003265380859375, 0.0039234161376953125, 0.005230903625488281, 0.0032367706298828125, 0.0021238327026367188, 0.0007486343383789062, 0.0008945465087890625, 0.0025377273559570312, 0.0035543441772460938, 0.006842613220214844, 0.0022974014282226562]","[0.22680340632321383, 0.021447702951721714, 0.008282691921421836, 0.001037374894241161, 0.001218690787097687, 0.0019043540903469491, 0.0020803081160614134, 0.004311107024491112, 0.006806892551188937, 0.00700209598942414, 0.009651020123414566, 0.010110250266595733, 0.010804961350247333, 0.013595943158719148, 0.015426613009061119, 0.02129455959550519, 0.03016102551235056, 0.05096468014817068, 0.09007448103198579, 0.14417542154896001, 0.20654944411853982, 0.3417141628992436, 0.6407216932925646, 0.8951089344706036, 0.971749769012828]","[0.7291727662086487, 0.9532459788024426, 0.90825966745615, 0.8829685598611832, 0.8866358399391174, 0.8973157107830048, 0.9082366973161697, 0.8936626315116882, 0.8913230523467064, 0.8829737454652786, 0.8732189387083054, 0.8544123768806458, 0.8597299456596375, 0.8641533553600311, 0.8495012670755386, 0.8555402457714081, 0.8765699118375778, 0.8796443045139313, 0.8625674843788147, 0.8529441356658936, 0.8551657497882843, 0.8594226986169815, 0.8636577129364014, 0.8679986894130707, 0.8734281957149506]",0.3384120124578476,50.33269912004471,0.002389068603515625,0.14931990336751993,0.8712699864804745
CC-029,25,"[0.40206366777420044, 0.24584072828292847, 0.22163158655166626, 0.11163800954818726, 0.12394982576370239, 0.14541000127792358, 0.159218430519104, 0.19201725721359253, 0.22070306539535522, 0.24041754007339478, 0.262845516204834, 0.2766166925430298, 0.2979520559310913, 0.31164222955703735, 0.33068251609802246, 0.3555488586425781, 0.38632965087890625, 0.4208177924156189, 0.4490857720375061, 0.4788247346878052, 0.5002429187297821, 0.5289724767208099, 0.5594121813774109, 0.5595983862876892, 0.7477008700370789]","[0.6894779205322266, 7.389605522155762, 9.63481330871582, 12.236783027648926, 14.652729034423828, 17.23885154724121, 19.422653198242188, 22.384994506835938, 24.791584014892578, 26.646318435668945, 28.821557998657227, 30.671630859375, 33.00543975830078, 35.418487548828125, 37.531517028808594, 41.22825622558594, 45.75606155395508, 51.53942108154297, 58.448455810546875, 65.5884017944336, 73.06053161621094, 83.01935577392578, 95.88853454589844, 112.06185150146484, 325.358154296875]","[0.00016689300537109375, 0.0022859573364257812, 0.0002536773681640625, 0.010203361511230469, 0.0029306411743164062, 0.0013256072998046875, 0.0033082962036132812, 0.0077800750732421875, 0.011987686157226562, 0.012796401977539062, 0.0127716064453125, 0.013424873352050781, 0.012914657592773438, 0.010082244873046875, 0.007411956787109375, 0.0059642791748046875, 0.0040283203125, 0.0041046142578125, 0.003911018371582031, 0.003177642822265625, 0.0021343231201171875, 0.0005474090576171875, 0.0008268356323242188, 0.005523681640625, 0.00807952880859375]","[0.21368142682392632, 0.01694396268172149, 0.007077285313641157, 0.0009885133251795741, 0.00113572848243082, 0.001757056820279046, 0.0018038097622570248, 0.004911499546438214, 0.009270623130396838, 0.008295256460290945, 0.011586305345392733, 0.011507519697429469, 0.011921631607490712, 0.01518258763985636, 0.015813051962118352, 0.02012450597189741, 0.024492564498265756, 0.03570716075042346, 0.05997932878780199, 0.09557170371304458, 0.1456311698701398, 0.26110711060773084, 0.5522224084106675, 0.8594752072426951, 0.9527941332337984]","[0.7865639179944992, 0.9162391051650047, 0.8498861193656921, 0.8352416753768921, 0.8103560209274292, 0.7977283596992493, 0.8103021085262299, 0.8022561818361282, 0.786598339676857, 0.7979695051908493, 0.8148820698261261, 0.8233340382575989, 0.8171796351671219, 0.8096102178096771, 0.7917414605617523, 0.7837930619716644, 0.7928051501512527, 0.8127661496400833, 0.8314378410577774, 0.8337850868701935, 0.8453685641288757, 0.8313853442668915, 0.8366822302341461, 0.8471537977457047, 0.8439984321594238]",0.34116651058197023,50.89941871643067,0.00591766357421875,0.13355926206741256,0.8203625765442848
CC-030,25,"[0.3908389210700989, 0.28030717372894287, 0.24861830472946167, 0.118266761302948, 0.13051694631576538, 0.15587741136550903, 0.17115235328674316, 0.20157390832901, 0.23260998725891113, 0.24835705757141113, 0.27072030305862427, 0.2885434627532959, 0.31014400720596313, 0.32480359077453613, 0.3404858708381653, 0.3618139624595642, 0.3894963264465332, 0.42888641357421875, 0.4662855863571167, 0.49746882915496826, 0.5214696526527405, 0.5473949313163757, 0.5877636969089508, 0.5632773637771606, 0.863338977098465]","[0.6774232387542725, 7.564348220825195, 9.808248519897461, 12.123046875, 14.430461883544922, 17.081979751586914, 19.308645248413086, 21.894195556640625, 24.3021240234375, 25.892932891845703, 28.078907012939453, 30.07469940185547, 32.552757263183594, 34.931739807128906, 36.960906982421875, 40.287872314453125, 44.648101806640625, 50.552406311035156, 58.22007751464844, 65.65454864501953, 73.79302978515625, 84.61111450195312, 99.23979187011719, 118.62493896484375, 328.316650390625]","[0.00038814544677734375, 0.0018405914306640625, 0.004920005798339844, 0.005768775939941406, 0.00015163421630859375, 5.14984130859375e-05, 0.00099945068359375, 0.004628181457519531, 0.005234718322753906, 0.0034694671630859375, 0.005824089050292969, 0.003108978271484375, 0.001445770263671875, 0.0013837814331054688, 0.0014514923095703125, 0.0023326873779296875, 0.003406524658203125, 0.0025072097778320312, 0.00048351287841796875, 0.000156402587890625, 0.001338958740234375, 0.0017223358154296875, 0.0003185272216796875, 0.0018739700317382812, 0.0031309127807617188]","[0.21091699908423467, 0.029462686695706286, 0.009960738817829773, 0.001050892202087761, 0.001430659540059498, 0.003188862765144518, 0.0034117863644514967, 0.009558564438423178, 0.01388778586682149, 0.011591767231513117, 0.017026105708580874, 0.017754116933281994, 0.018099033576575052, 0.021518427218339076, 0.021893193743133588, 0.028866078835060205, 0.03848643903716065, 0.05996280478453164, 0.1092869286549476, 0.1754948865429936, 0.2529112683232745, 0.3859800528958863, 0.652642078603819, 0.8752317464550865, 0.9421389793853594]","[0.8056503087282181, 0.9596849530935287, 0.9144401252269745, 0.8638991415500641, 0.8951843529939651, 0.9230305254459381, 0.9480470344424248, 0.953117161989212, 0.9822423551231623, 0.9974701749160886, 0.9940212815999985, 1.0018417313694954, 1.0136888064444065, 1.0090029127895832, 0.9888816326856613, 0.9555248916149139, 0.9515858739614487, 0.9355092123150826, 0.927752360701561, 0.9202444478869438, 0.9215056225657463, 0.9250605329871178, 0.9259847104549408, 0.9359616339206696, 0.9344249218702316]",0.3576004719734192,51.18523795127869,0.0023175048828125,0.15647011534817207,0.9433502682670951
CC-031,25,"[0.41324418783187866, 0.27615201473236084, 0.24961960315704346, 0.12372338771820068, 0.13823717832565308, 0.16566616296768188, 0.17776089906692505, 0.20506995916366577, 0.23095732927322388, 0.2571547031402588, 0.27699363231658936, 0.29506921768188477, 0.32019615173339844, 0.3369331359863281, 0.3596513271331787, 0.3913429379463196, 0.4311537742614746, 0.47399842739105225, 0.506946474313736, 0.5409570336341858, 0.5604435801506042, 0.5883662700653076, 0.6245498061180115, 0.656785637140274, 0.807529404759407]","[0.702196478843689, 7.851199150085449, 10.266823768615723, 12.907155990600586, 15.445969581604004, 18.381023406982422, 20.501556396484375, 23.09192657470703, 25.319595336914062, 27.51220703125, 29.563425064086914, 31.673114776611328, 34.18647003173828, 36.753074645996094, 39.290809631347656, 43.56434631347656, 49.076622009277344, 55.66004943847656, 63.22486877441406, 71.06880950927734, 78.79533386230469, 88.96272277832031, 102.06537628173828, 120.90875244140625, 349.32366943359375]","[1.1444091796875e-05, 0.029335975646972656, 0.02515888214111328, 0.013491630554199219, 0.0069122314453125, 0.0057525634765625, 0.003978729248046875, 0.007037162780761719, 0.0058135986328125, 0.005486488342285156, 0.0029973983764648438, 0.00274658203125, 0.0026912689208984375, 0.0029096603393554688, 0.0022020339965820312, 0.001007080078125, 0.0025682449340820312, 0.003931999206542969, 0.0050678253173828125, 0.005820274353027344, 0.00516510009765625, 0.00482177734375, 0.002773284912109375, 0.0028867721557617188, 0.008584022521972656]","[0.24039489436479422, 0.015411240529166537, 0.006594088578580126, 0.0009024648259922108, 0.0009828831805841487, 0.0014612651506752394, 0.0015438321061188587, 0.002093634364235264, 0.0024004605701033466, 0.0038024245361825137, 0.004388761870122049, 0.005714089868616434, 0.007508787563692554, 0.009101598186353144, 0.011585978495842975, 0.017041874897679055, 0.026330342892877834, 0.04658062408210062, 0.08422712902887441, 0.13538703934814267, 0.1884250885141635, 0.29771112430914326, 0.5427099492180271, 0.8274989908125832, 0.9148862054952044]","[0.7174405455589294, 0.9633350595831871, 0.9178376421332359, 0.8994892314076424, 0.9282522201538086, 0.9609417244791985, 0.9692157916724682, 0.9532917514443398, 0.9797187447547913, 0.9541716575622559, 0.9543173760175705, 0.9688447266817093, 0.9495425298810005, 0.9441658109426498, 0.9414800405502319, 0.9363923445343971, 0.9492573998868465, 0.9726266711950302, 0.9794424548745155, 0.9851847440004349, 0.9750565104186535, 0.9721348248422146, 0.9611563682556152, 0.9565764144062996, 0.9871522262692451]",0.37634008944034575,54.24388394832611,0.0063660812377929685,0.13578739091159422,0.9470809924602509
CC-032,25,"[0.4054756164550781, 0.25599396228790283, 0.24090951681137085, 0.11929357051849365, 0.1349216103553772, 0.15820199251174927, 0.1698572039604187, 0.195925772190094, 0.22298014163970947, 0.24763721227645874, 0.2683206796646118, 0.2877269983291626, 0.3158646821975708, 0.3363971710205078, 0.3603721857070923, 0.38886725902557373, 0.42206329107284546, 0.4596402645111084, 0.4911847710609436, 0.5228567719459534, 0.5414275527000427, 0.5666828453540802, 0.5971752107143402, 0.601615309715271, 0.7944233268499374]","[0.6950819492340088, 7.560275077819824, 10.101600646972656, 12.684896469116211, 15.30804443359375, 17.979379653930664, 20.01921844482422, 22.48958969116211, 24.81592559814453, 26.936525344848633, 28.971641540527344, 31.061138153076172, 33.789878845214844, 36.64038848876953, 39.264705657958984, 43.141300201416016, 48.146690368652344, 54.42152786254883, 61.66727066040039, 68.85719299316406, 76.21200561523438, 86.08272552490234, 99.17556762695312, 117.84130859375, 333.7701110839844]","[0.0013675689697265625, 0.004974365234375, 0.003765106201171875, 0.0044155120849609375, 0.001068115234375, 0.002773284912109375, 0.002162933349609375, 0.0010204315185546875, 0.001678466796875, 0.0008335113525390625, 0.0010051727294921875, 0.0034704208374023438, 0.0017995834350585938, 0.00017547607421875, 0.0009918212890625, 0.0007162094116210938, 0.0015354156494140625, 0.0027599334716796875, 0.0029935836791992188, 0.0030889511108398438, 0.003926277160644531, 0.0059223175048828125, 0.00969696044921875, 0.02022838592529297, 0.026803970336914062]","[0.18396245795878086, 0.016121461210258814, 0.007726070250102968, 0.0010515035486433622, 0.00127963862808389, 0.0018848814938010605, 0.0019966558328323725, 0.002304051969129972, 0.0028389671256788818, 0.004269730513329462, 0.0052108420862552185, 0.006875866022358013, 0.008992245468842586, 0.011664257964951519, 0.014415805193442766, 0.018552023895012426, 0.027028631511642254, 0.045328071176508944, 0.07782616881449944, 0.11986698428441434, 0.17327533880953183, 0.28294551846380767, 0.5663763588546782, 0.8568269663529218, 0.9491375688363571]","[0.7934567630290985, 0.9669308736920357, 0.9499034881591797, 0.9187684655189514, 0.9063644409179688, 0.8790225312113762, 0.9191057235002518, 0.8922089189291, 0.906304307281971, 0.9287997409701347, 0.9328449741005898, 0.9533522911369801, 0.9471917226910591, 0.9350660145282745, 0.9328425228595734, 0.9177194833755493, 0.9185976982116699, 0.9146280363202095, 0.9166979715228081, 0.9166720137000084, 0.9189592897891998, 0.9208566695451736, 0.9338916838169098, 0.9419904239475727, 0.9375454485416412]",0.3642325967550278,52.705359621047975,0.004366950988769531,0.13551032265063462,0.9199888598918915
CC-033,25,"[0.3881920576095581, 0.2591022253036499, 0.23813515901565552, 0.1188279390335083, 0.13620835542678833, 0.16103172302246094, 0.17469888925552368, 0.2030637264251709, 0.22713911533355713, 0.24950051307678223, 0.2672833204269409, 0.2822954058647156, 0.3038376569747925, 0.3202335834503174, 0.3407711982727051, 0.36600184440612793, 0.3990546464920044, 0.43665170669555664, 0.46977001428604126, 0.5070388913154602, 0.5262875258922577, 0.5501794219017029, 0.5784569382667542, 0.5909105837345123, 0.7778623849153519]","[0.6666145324707031, 7.374753952026367, 9.693683624267578, 12.25168228149414, 14.88104248046875, 17.589027404785156, 19.721521377563477, 22.339340209960938, 24.412813186645508, 26.477108001708984, 28.390913009643555, 30.15605926513672, 32.54108428955078, 35.19085693359375, 37.543601989746094, 41.32745361328125, 45.91407012939453, 52.14411163330078, 59.26679992675781, 66.37440490722656, 73.36753845214844, 82.38911437988281, 94.18213653564453, 109.46687316894531, 332.26611328125]","[0.0013093948364257812, 0.004418373107910156, 0.0054302215576171875, 0.0032863616943359375, 0.004398345947265625, 0.0026197433471679688, 0.0019350051879882812, 0.00025177001953125, 0.00107574462890625, 0.002033233642578125, 0.0018634796142578125, 0.0033121109008789062, 0.0032262802124023438, 0.0023708343505859375, 0.00077056884765625, 0.00042247772216796875, 0.0004749298095703125, 0.0008268356323242188, 0.0022859573364257812, 0.002475738525390625, 0.0035848617553710938, 0.004582405090332031, 0.0066375732421875, 0.010663032531738281, 0.015524864196777344]","[0.20305507329342465, 0.02080310841129529, 0.008476332456878177, 0.0010869724375671685, 0.0013403041586946829, 0.002138726384593781, 0.0021159010290635605, 0.0039363807083133695, 0.005238272567039903, 0.005988640858857086, 0.00721757717728011, 0.00833898648703435, 0.009953432551810582, 0.01318390548556625, 0.0160023046244131, 0.02128922401500921, 0.029429540633004625, 0.04649305427836059, 0.07470602169689977, 0.1166487108724591, 0.1697724275875213, 0.2754204988137826, 0.5391620295122633, 0.8390065402928758, 0.9501891402452883]","[0.7441080212593079, 0.9361132308840752, 0.8920440673828125, 0.8787640556693077, 0.8710065335035324, 0.8532537668943405, 0.885052889585495, 0.8667009025812149, 0.8781205713748932, 0.881495863199234, 0.8715572655200958, 0.8907864540815353, 0.8844752684235573, 0.8850699961185455, 0.8750016093254089, 0.8695549070835114, 0.8586972653865814, 0.8511117845773697, 0.8502304255962372, 0.8497132509946823, 0.8521908670663834, 0.8473338484764099, 0.8608559668064117, 0.8700177669525146, 0.8920853212475777]",0.35490139305591584,51.03714874267578,0.003431205749511719,0.13483972426317187,0.8678136759996414
CC-034,25,"[0.39169740676879883, 0.26459062099456787, 0.23856133222579956, 0.11630088090896606, 0.12855124473571777, 0.15319883823394775, 0.17003792524337769, 0.19914960861206055, 0.2247968316078186, 0.2479652762413025, 0.26849043369293213, 0.28445208072662354, 0.3083980083465576, 0.32430124282836914, 0.3428610563278198, 0.36785560846328735, 0.402493417263031, 0.44019776582717896, 0.4748258590698242, 0.5072863399982452, 0.5302833318710327, 0.5601852238178253, 0.5906166434288025, 0.5878717601299286, 0.7195769846439362]","[0.6791248321533203, 7.261241912841797, 9.580273628234863, 12.078832626342773, 14.365331649780273, 17.006999969482422, 19.293006896972656, 21.94342803955078, 24.06382942199707, 26.05392837524414, 28.11510467529297, 30.042808532714844, 32.46525192260742, 35.03771209716797, 37.33141326904297, 40.93291473388672, 45.94438934326172, 52.113983154296875, 59.68644714355469, 67.24871826171875, 74.93721008300781, 85.1300048828125, 99.10063171386719, 116.52288818359375, 327.3635559082031]","[0.0008335113525390625, 0.0093231201171875, 0.0033731460571289062, 0.008592605590820312, 0.01442718505859375, 0.015254974365234375, 0.012950897216796875, 0.014891624450683594, 0.012044906616210938, 0.011347770690917969, 0.011391639709472656, 0.007390022277832031, 0.008540153503417969, 0.01033782958984375, 0.009363174438476562, 0.007203102111816406, 0.0072841644287109375, 0.004719734191894531, 0.005368232727050781, 0.006161689758300781, 0.0076007843017578125, 0.008310317993164062, 0.011342048645019531, 0.015375137329101562, 0.031640052795410156]","[0.21004791009772072, 0.027004481294750637, 0.008638707511925858, 0.000965278190942942, 0.0010682900768780312, 0.0014734570502591415, 0.0017683534469501438, 0.0026252922439420345, 0.0032584574090366303, 0.0046085272972262725, 0.005197298013226326, 0.007040634606507501, 0.009186951413504563, 0.012305104481952656, 0.015133840775541363, 0.020907422624607208, 0.03181391427125535, 0.05372981676976252, 0.0999091836100382, 0.159214436454452, 0.22082789501920752, 0.3536117986319637, 0.6379719152612784, 0.8391505777571286, 0.911998600693106]","[0.7248854637145996, 0.9077664986252785, 0.864803746342659, 0.8313555717468262, 0.8130082339048386, 0.837248370051384, 0.8720041960477829, 0.8887378424406052, 0.8959817141294479, 0.8922739624977112, 0.9143710136413574, 0.9077786356210709, 0.9048853367567062, 0.9095942974090576, 0.8831034004688263, 0.8692732453346252, 0.8793002367019653, 0.8832902908325195, 0.8978147059679031, 0.9106617420911789, 0.9075398817658424, 0.9152967408299446, 0.9082497656345367, 0.907148540019989, 0.9308885335922241]",0.35378182888031007,51.371961250305176,0.010202713012695312,0.14557832580012658,0.8822904786467552
