Bootstrap,Technique,S_CC_Pearson,S_CC_Spearman,S_CC_Pairwise,S_CC_Layer,S_CC_Variance,Num_Layers,S_CC_Pearson_Norm,S_CC_Spearman_Norm,S_CC_Pairwise_Norm,S_CC_Layer_Norm,S_CC_Variance_Norm,S_CC_Aggregate,Rank,Rank_Pearson,Rank_Spearman,Rank_Pairwise,Rank_Layer,Rank_Variance
2,Layer-wise Activation Distance,0.22765686316543846,0.16398047063556237,0.5586813186813187,0.15218998651102875,0.10538047634332416,25,0.7269685271500805,0.17037693784471025,0.03333333333332997,0.12334382984704162,0.46134615533713486,0.30307375670245945,2,4.0,3.0,2.0,2.0,2.0
2,CKA Similarity,0.23352881312083204,0.16398416325392284,0.5586813186813187,0.15217429686632103,0.011651235358654333,25,0.7804055661270439,0.17041265151043525,0.03333333333332997,0.12316651231911659,0.026912037059782866,0.22684602006994173,3,3.0,2.0,2.0,4.0,4.0
2,Cosine Similarity,0.23353495413127273,0.16398047063556237,0.5586813186813187,0.15218998651102875,0.005844958409304855,25,0.7804614517215687,0.17037693784471025,0.03333333333332997,0.12334382984704162,0.0,0.22150311054933008,4,2.0,3.0,2.0,2.0,5.0
2,Subspace-oriented Representational Analysis,0.1477736418587396,0.14636432857579787,0.5582417582417583,0.1412761141497616,0.22159514247940382,25,0.0,0.0,0.0,0.0,1.0,0.2,5,5.0,5.0,5.0,5.0,1.0
3,Attention Entropy Analysis,0.21306854462639432,0.23500640330210804,0.5755025712949977,0.22198434250232446,0.1000669062496702,24,0.9348127105371955,1.0,0.6088709677419356,1.0,0.44450635926490767,0.7976380075088078,1,3.0,1.0,4.0,1.0,3.0
3,Layer-wise Activation Distance,0.21208440314477778,0.14696819080358922,0.6208508648901356,0.13822344981251528,0.10275366981826581,25,0.9250791014435799,0.20879986296624992,1.0,0.17403874471009145,0.4571378514745594,0.553011112118896,2,4.0,2.0,1.0,2.0,2.0
3,CKA Similarity,0.21954693801983757,0.14690872752395204,0.6208508648901356,0.13816087773017247,0.011005161380518913,25,0.9988869824019069,0.20826546598495946,1.0,0.1734217250721876,0.025793395592890647,0.48127351381038885,3,2.0,4.0,1.0,4.0,4.0
3,Cosine Similarity,0.21965947251526652,0.14696819080358922,0.6208508648901356,0.13822344981251528,0.005518813889729145,25,1.0,0.20879986296624992,1.0,0.17403874471009145,0.0,0.4765677215352683,4,1.0,2.0,1.0,2.0,5.0
3,Subspace-oriented Representational Analysis,0.11855191085429363,0.12373466764672937,0.5049088359046283,0.12057414662042501,0.21822239031616725,25,0.0,0.0,0.0,0.0,1.0,0.2,5,5.0,5.0,5.0,5.0,1.0
4,Attention Entropy Analysis,0.20724808302997458,0.26085859383088017,0.5950764006791172,0.2431528276578954,0.09913122394025582,24,1.0,1.0,0.25675675675675635,1.0,0.42907723441060047,0.7371667982334713,1,1.0,1.0,2.0,1.0,3.0
4,Subspace-oriented Representational Analysis,0.1455746145211808,0.16642521216875436,0.618421052631579,0.16013463003287864,0.223439313156489,25,0.0,0.0,1.0,0.0,1.0,0.4,2,5.0,5.0,1.0,5.0,1.0
4,Layer-wise Activation Distance,0.17536671255725717,0.17219938621052336,0.5870118845500849,0.16072628173415665,0.10454569525595858,25,0.4830618214999278,0.061145475679654004,0.0,0.007126771216479865,0.45394484324648476,0.2010557823285093,3,4.0,2.0,3.0,2.0,2.0
